Snapshot,Size,Count,Average Count
"47, 8304, 173, 48.00"
"48, 12120, 251, 48.29"
"49, 14480, 295, 49.08"
"50, 12544, 196, 64.00"
"51, 9456, 197, 48.00"
"52, 12360, 145, 85.24"
"53, 13896, 288, 48.25"
"54, 17008, 342, 49.73"
"55, 14784, 231, 64.00"
"56, 10656, 222, 48.00"
"57, 13368, 157, 85.15"
"58, 15864, 329, 48.22"
"59, 19728, 392, 50.33"
"60, 17216, 269, 64.00"
"61, 12000, 250, 48.00"
"62, 14376, 169, 85.07"
"63, 17976, 373, 48.19"
"64, 22640, 445, 50.88"
"65, 19840, 310, 64.00"
"66, 15384, 181, 84.99"
"67, 13728, 286, 48.00"
"68, 19992, 415, 48.17"
"69, 25912, 508, 51.01"
"70, 22656, 354, 64.00"
"71, 16392, 193, 84.93"
"72, 15408, 321, 48.00"
"73, 22344, 464, 48.16"
"74, 29232, 568, 51.46"
"75, 25664, 401, 64.00"
"76, 17400, 205, 84.88"
"77, 17136, 357, 48.00"
"78, 24936, 518, 48.14"
"79, 32720, 630, 51.94"
"80, 28864, 451, 64.00"
"81, 18408, 217, 84.83"
"82, 18912, 394, 48.00"
"83, 27768, 577, 48.12"
"84, 36400, 695, 52.37"
"85, 32256, 504, 64.00"
"86, 19416, 229, 84.79"
"87, 20592, 429, 48.00"
"88, 30984, 644, 48.11"
"89, 40272, 763, 52.78"
"90, 35840, 560, 64.00"
"91, 20424, 241, 84.75"
"92, 22320, 465, 48.00"
"93, 34440, 716, 48.10"
"94, 44336, 834, 53.16"
"95, 39616, 619, 64.00"
"96, 21432, 253, 84.71"
"97, 24144, 503, 48.00"
"98, 38088, 792, 48.09"
"99, 48592, 908, 53.52"
"100, 43584, 681, 64.00"
"101, 22440, 265, 84.68"
"102, 25920, 540, 48.00"
"103, 42072, 875, 48.08"
"104, 53040, 985, 53.85"
"105, 47744, 746, 64.00"
"106, 23448, 277, 84.65"
"107, 27600, 575, 48.00"
"108, 57680, 1065, 54.16"
"109, 46440, 966, 48.07"
"110, 52096, 814, 64.00"
"111, 24456, 289, 84.62"
"112, 29280, 610, 48.00"
"113, 62512, 1148, 54.45"
"114, 51096, 1063, 48.07"
"115, 56640, 885, 64.00"
"116, 25560, 303, 84.36"
"117, 31008, 646, 48.00"
"118, 55896, 1163, 48.06"
"119, 66000, 1210, 54.55"
"120, 59776, 934, 64.00"
"121, 32832, 684, 48.00"
"122, 60696, 1263, 48.06"
"123, 22824, 237, 96.30"
"124, 31296, 793, 39.47"
"125, 23936, 298, 80.32"
"126, 34560, 720, 48.00"
"127, 62040, 1291, 48.06"
"128, 25520, 310, 82.32"
"129, 32392, 822, 39.41"
"130, 5360, 67, 80.00"
"131, 34560, 720, 48.00"
"132, 61800, 1286, 48.06"
"133, 27152, 322, 84.32"
"134, 33992, 860, 39.53"
"135, 5280, 66, 80.00"
"136, 34416, 717, 48.00"
"137, 61944, 1289, 48.06"
"138, 28832, 334, 86.32"
"139, 35368, 894, 39.56"
"140, 21768, 188, 115.79"
"141, 34464, 718, 48.00"
"142, 61944, 1289, 48.06"
"143, 30560, 346, 88.32"
"144, 36800, 929, 39.61"
"145, 5280, 66, 80.00"
"146, 34416, 717, 48.00"
"147, 61896, 1288, 48.06"
"148, 32336, 358, 90.32"
"149, 38344, 966, 39.69"
"150, 5200, 65, 80.00"
"151, 34416, 717, 48.00"
"152, 61992, 1290, 48.06"
"153, 34160, 370, 92.32"
"154, 39832, 1002, 39.75"
"155, 23976, 207, 115.83"
"156, 34512, 719, 48.00"
"157, 62040, 1291, 48.06"
"158, 36032, 382, 94.32"
"159, 41544, 1042, 39.87"
"160, 24600, 211, 116.59"
"161, 34560, 720, 48.00"
"162, 62040, 1291, 48.06"
"163, 37952, 394, 96.32"
"164, 42752, 1073, 39.84"
"165, 5360, 67, 80.00"
"166, 34560, 720, 48.00"
"167, 62040, 1291, 48.06"
"168, 39920, 406, 98.33"
"169, 44408, 1112, 39.94"
"170, 5360, 67, 80.00"
"171, 34560, 720, 48.00"
"172, 62040, 1291, 48.06"
"173, 41936, 418, 100.33"
"174, 45784, 1146, 39.95"
"175, 5360, 67, 80.00"
"176, 34560, 720, 48.00"
"177, 61856, 1287, 48.06"
"178, 44000, 430, 102.33"
"179, 47328, 1183, 40.01"
"180, 5280, 66, 80.00"
"181, 34320, 715, 48.00"
"182, 61904, 1288, 48.06"
"183, 46112, 442, 104.33"
"184, 48760, 1218, 40.03"
"185, 28200, 241, 117.01"
"186, 34368, 716, 48.00"
"187, 62048, 1291, 48.06"
"188, 48272, 454, 106.33"
"189, 50080, 1251, 40.03"
"190, 29064, 250, 116.26"
"191, 34512, 719, 48.00"
"192, 62152, 1293, 48.07"
"193, 50480, 466, 108.33"
"194, 51792, 1291, 40.12"
"195, 29640, 253, 117.15"
"196, 34560, 720, 48.00"
"197, 62096, 1292, 48.06"
"198, 52736, 478, 110.33"
"199, 53224, 1326, 40.14"
"200, 5360, 67, 80.00"
"201, 34560, 720, 48.00"
"202, 62040, 1291, 48.06"
"203, 55040, 490, 112.33"
"204, 54768, 1363, 40.18"
"205, 5360, 67, 80.00"
"206, 34512, 719, 48.00"
"207, 61952, 1289, 48.06"
"208, 57392, 502, 114.33"
"209, 56256, 1399, 40.21"
"210, 5280, 66, 80.00"
"211, 34464, 718, 48.00"
"212, 62048, 1291, 48.06"
"213, 59792, 514, 116.33"
"214, 57520, 1431, 40.20"
"215, 32568, 278, 117.15"
"216, 34512, 719, 48.00"
"217, 62040, 1291, 48.06"
"218, 62240, 526, 118.33"
"219, 59176, 1470, 40.26"
"220, 33240, 283, 117.46"
"221, 34560, 720, 48.00"
"222, 62040, 1291, 48.06"
"223, 64736, 538, 120.33"
"224, 61000, 1512, 40.34"
"225, 5360, 67, 80.00"
"226, 34560, 720, 48.00"
"227, 62040, 1291, 48.06"
"228, 67280, 550, 122.33"
"229, 62376, 1546, 40.35"
"230, 5360, 67, 80.00"
"231, 34560, 720, 48.00"
"232, 62040, 1291, 48.06"
"233, 69872, 562, 124.33"
"234, 63976, 1584, 40.39"
"235, 5360, 67, 80.00"
"236, 34560, 720, 48.00"
"237, 62040, 1291, 48.06"
"238, 72512, 574, 126.33"
"239, 65352, 1618, 40.39"
"240, 5360, 67, 80.00"
"241, 34560, 720, 48.00"
"242, 62040, 1291, 48.06"
"243, 75200, 586, 128.33"
"244, 66784, 1653, 40.40"
"245, 5360, 67, 80.00"
"246, 34560, 720, 48.00"
"247, 62096, 1292, 48.06"
"248, 77936, 598, 130.33"
"249, 68384, 1691, 40.44"
"250, 5360, 67, 80.00"
"251, 34560, 720, 48.00"
"252, 62096, 1292, 48.06"
"253, 80720, 610, 132.33"
"254, 69872, 1727, 40.46"
"255, 5360, 67, 80.00"
"256, 34560, 720, 48.00"
"257, 62096, 1292, 48.06"
"258, 83552, 622, 134.33"
"259, 71360, 1763, 40.48"
"260, 5360, 67, 80.00"
"261, 34512, 719, 48.00"
"262, 62144, 1293, 48.06"
"263, 86432, 634, 136.33"
"264, 72848, 1799, 40.49"
"265, 39720, 337, 117.86"
"266, 34608, 721, 48.00"
"267, 62096, 1292, 48.06"
"268, 89360, 646, 138.33"
"269, 74224, 1833, 40.49"
"270, 40488, 344, 117.70"
"271, 34656, 722, 48.00"
"272, 62096, 1292, 48.06"
"273, 92336, 658, 140.33"
"274, 75600, 1867, 40.49"
"275, 5440, 68, 80.00"
"276, 34656, 722, 48.00"
"277, 62040, 1291, 48.06"
"278, 95360, 670, 142.33"
"279, 76864, 1899, 40.48"
"280, 5440, 68, 80.00"
"281, 34656, 722, 48.00"
"282, 62040, 1291, 48.06"
"283, 98432, 682, 144.33"
"284, 78464, 1937, 40.51"
"285, 5440, 68, 80.00"
"286, 34656, 722, 48.00"
"287, 62040, 1291, 48.06"
"288, 101552, 694, 146.33"
"289, 79896, 1972, 40.52"
"290, 5440, 68, 80.00"
"291, 34656, 722, 48.00"
"292, 62040, 1291, 48.06"
"293, 104720, 706, 148.33"
"294, 81160, 2004, 40.50"
"295, 5440, 68, 80.00"
"296, 34656, 722, 48.00"
"297, 62096, 1292, 48.06"
"298, 107936, 718, 150.33"
"299, 82872, 2044, 40.54"
"300, 5440, 68, 80.00"
"301, 34656, 722, 48.00"
"302, 62096, 1292, 48.06"
"303, 111200, 730, 152.33"
"304, 84416, 2081, 40.57"
"305, 5440, 68, 80.00"
"306, 70968, 817, 86.86"
"307, 29936, 931, 32.15"
"308, 12160, 190, 64.00"
"309, 6432, 134, 48.00"
"310, 14520, 301, 48.24"
"311, 83880, 1077, 77.88"
"312, 42448, 1134, 37.43"
"313, 24384, 381, 64.00"
"314, 7728, 161, 48.00"
"315, 19232, 399, 48.20"
"316, 96408, 1329, 72.54"
"317, 55152, 1340, 41.16"
"318, 36800, 575, 64.00"
"319, 9600, 200, 48.00"
"320, 23984, 498, 48.16"
"321, 109224, 1587, 68.82"
"322, 68048, 1549, 43.93"
"323, 49408, 772, 64.00"
"324, 11472, 239, 48.00"
"325, 28680, 596, 48.12"
"326, 118152, 1764, 66.98"
"327, 81136, 1761, 46.07"
"328, 62208, 972, 64.00"
"329, 13344, 278, 48.00"
"330, 33432, 695, 48.10"
"331, 15216, 317, 48.00"
"332, 38280, 796, 48.09"
"333, 131792, 802, 164.33"
"334, 93512, 2300, 40.66"
"335, 82448, 1789, 46.09"
"336, 15312, 319, 48.00"
"337, 38328, 797, 48.09"
"338, 135392, 814, 166.33"
"339, 94720, 2331, 40.63"
"340, 5520, 69, 80.00"
"341, 15312, 319, 48.00"
"342, 38328, 797, 48.09"
"343, 139040, 826, 168.33"
"344, 96264, 2368, 40.65"
"345, 5520, 69, 80.00"
"346, 15312, 319, 48.00"
"347, 38328, 797, 48.09"
"348, 142736, 838, 170.33"
"349, 97752, 2404, 40.66"
"350, 5520, 69, 80.00"
"351, 15312, 319, 48.00"
"352, 38328, 797, 48.09"
"353, 146480, 850, 172.33"
"354, 99128, 2438, 40.66"
"355, 5520, 69, 80.00"
"356, 15312, 319, 48.00"
"357, 38328, 797, 48.09"
"358, 150272, 862, 174.33"
"359, 100784, 2477, 40.69"
"360, 5520, 69, 80.00"
"361, 15312, 319, 48.00"
"362, 38328, 797, 48.09"
"363, 154112, 874, 176.33"
"364, 102160, 2511, 40.68"
"365, 5520, 69, 80.00"
"366, 15312, 319, 48.00"
"367, 38328, 797, 48.09"
"368, 158000, 886, 178.33"
"369, 103928, 2552, 40.72"
"370, 5520, 69, 80.00"
"371, 15312, 319, 48.00"
"372, 38328, 797, 48.09"
"373, 161936, 898, 180.33"
"374, 105640, 2592, 40.76"
"375, 5520, 69, 80.00"
"376, 15312, 319, 48.00"
"377, 38328, 797, 48.09"
"378, 165920, 910, 182.33"
"379, 106960, 2625, 40.75"
"380, 5520, 69, 80.00"
"381, 15312, 319, 48.00"
"382, 38328, 797, 48.09"
"383, 169952, 922, 184.33"
"384, 108560, 2663, 40.77"
"385, 5520, 69, 80.00"
"386, 15312, 319, 48.00"
"387, 38328, 797, 48.09"
"388, 174032, 934, 186.33"
"389, 109880, 2696, 40.76"
"390, 5520, 69, 80.00"
"391, 15312, 319, 48.00"
"392, 38328, 797, 48.09"
"393, 178160, 946, 188.33"
"394, 111312, 2731, 40.76"
"395, 5520, 69, 80.00"
"396, 15312, 319, 48.00"
"397, 38328, 797, 48.09"
"398, 182336, 958, 190.33"
"399, 112744, 2766, 40.76"
"400, 5520, 69, 80.00"
"401, 15312, 319, 48.00"
"402, 38328, 797, 48.09"
"403, 186560, 970, 192.33"
"404, 114064, 2799, 40.75"
"405, 5520, 69, 80.00"
"406, 15312, 319, 48.00"
"407, 38328, 797, 48.09"
"408, 190832, 982, 194.33"
"409, 115720, 2838, 40.78"
"410, 5520, 69, 80.00"
"411, 15312, 319, 48.00"
"412, 38328, 797, 48.09"
"413, 195152, 994, 196.33"
"414, 117152, 2873, 40.78"
"415, 5520, 69, 80.00"
"416, 15312, 319, 48.00"
"417, 38328, 797, 48.09"
"418, 199520, 1006, 198.33"
"419, 118808, 2912, 40.80"
"420, 5520, 69, 80.00"
"421, 15312, 319, 48.00"
"422, 38328, 797, 48.09"
"423, 203936, 1018, 200.33"
"424, 120296, 2948, 40.81"
"425, 5520, 69, 80.00"
"426, 15312, 319, 48.00"
"427, 38328, 797, 48.09"
"428, 208400, 1030, 202.33"
"429, 121952, 2987, 40.83"
"430, 5520, 69, 80.00"
"431, 15312, 319, 48.00"
"432, 38328, 797, 48.09"
"433, 212912, 1042, 204.33"
"434, 123440, 3023, 40.83"
"435, 5520, 69, 80.00"
"436, 15312, 319, 48.00"
"437, 38328, 797, 48.09"
"438, 217472, 1054, 206.33"
"439, 124760, 3056, 40.82"
"440, 5520, 69, 80.00"
"441, 15312, 319, 48.00"
"442, 38328, 797, 48.09"
"443, 222080, 1066, 208.33"
"444, 126416, 3095, 40.85"
"445, 5520, 69, 80.00"
"446, 15312, 319, 48.00"
"447, 226736, 1078, 210.33"
"448, 38328, 797, 48.09"
"449, 127680, 3127, 40.83"
"450, 5520, 69, 80.00"
"451, 15312, 319, 48.00"
"452, 231440, 1090, 212.33"
"453, 38328, 797, 48.09"
"454, 129280, 3165, 40.85"
"455, 5520, 69, 80.00"
"456, 15312, 319, 48.00"
"457, 236192, 1102, 214.33"
"458, 38328, 797, 48.09"
"459, 130768, 3201, 40.85"
"460, 5520, 69, 80.00"
"461, 15312, 319, 48.00"
"462, 240992, 1114, 216.33"
"463, 38328, 797, 48.09"
"464, 132144, 3235, 40.85"
"465, 5520, 69, 80.00"
"466, 15312, 319, 48.00"
"467, 245840, 1126, 218.33"
"468, 38328, 797, 48.09"
"469, 133688, 3272, 40.86"
"470, 5520, 69, 80.00"
"471, 15312, 319, 48.00"
"472, 250736, 1138, 220.33"
"473, 38272, 796, 48.08"
"474, 135064, 3306, 40.85"
"475, 5520, 69, 80.00"
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
Snapshot,Size,Count,Average Count
"1, 121464, 54, 2249.33"
"2, 15776, 19, 830.32"
"3, 7104, 82, 86.63"
"4, 2880, 75, 38.40"
"5, 2400, 30, 80.00"
"6, 202608, 93, 2178.58"
"7, 31552, 38, 830.32"
"8, 11328, 116, 97.66"
"9, 6600, 166, 39.76"
"10, 4288, 67, 64.00"
"11, 283864, 134, 2118.39"
"12, 47328, 57, 830.32"
"13, 15984, 159, 100.53"
"14, 3264, 68, 48.00"
"15, 9464, 190, 49.81"
"16, 365176, 176, 2074.86"
"17, 63104, 76, 830.32"
"18, 20592, 201, 102.45"
"19, 12640, 323, 39.13"
"20, 3024, 63, 48.00"
"21, 446544, 219, 2039.01"
"22, 78880, 95, 830.32"
"23, 25200, 243, 103.70"
"24, 3504, 73, 48.00"
"25, 14472, 300, 48.24"
"26, 527744, 259, 2037.62"
"27, 94720, 115, 823.65"
"28, 29808, 285, 104.59"
"29, 5760, 120, 48.00"
"30, 15632, 324, 48.25"
"31, 608944, 299, 2036.60"
"32, 110560, 135, 818.96"
"33, 34416, 327, 105.25"
"34, 7296, 152, 48.00"
"35, 17784, 369, 48.20"
"36, 690144, 339, 2035.82"
"37, 126400, 155, 815.48"
"38, 39024, 369, 105.76"
"39, 8688, 181, 48.00"
"40, 20424, 424, 48.17"
"41, 771344, 379, 2035.21"
"42, 142176, 174, 817.10"
"43, 43632, 411, 106.16"
"44, 10560, 220, 48.00"
"45, 22824, 474, 48.15"
"46, 852544, 419, 2034.71"
"47, 157952, 193, 818.40"
"48, 48240, 453, 106.49"
"49, 12288, 256, 48.00"
"50, 25608, 532, 48.14"
"51, 933744, 459, 2034.30"
"52, 173792, 213, 815.92"
"53, 52848, 495, 106.76"
"54, 14112, 294, 48.00"
"55, 28584, 594, 48.12"
"56, 1014944, 499, 2033.96"
"57, 189632, 233, 813.87"
"58, 57456, 537, 106.99"
"59, 15936, 332, 48.00"
"60, 31848, 662, 48.11"
"61, 1096144, 539, 2033.66"
"62, 205472, 253, 812.14"
"63, 62064, 579, 107.19"
"64, 17760, 370, 48.00"
"65, 35400, 736, 48.10"
"66, 1177288, 578, 2036.83"
"67, 221248, 272, 813.41"
"68, 66672, 621, 107.36"
"69, 19584, 408, 48.00"
"70, 39296, 817, 48.10"
"71, 1258488, 618, 2036.39"
"72, 237024, 291, 814.52"
"73, 71280, 663, 107.51"
"74, 21312, 444, 48.00"
"75, 43520, 905, 48.09"
"76, 1339688, 658, 2036.00"
"77, 252864, 311, 813.07"
"78, 75888, 705, 107.64"
"79, 23136, 482, 48.00"
"80, 47880, 996, 48.07"
"81, 1420888, 698, 2035.66"
"82, 268704, 331, 811.79"
"83, 80496, 747, 107.76"
"84, 24960, 520, 48.00"
"85, 52584, 1094, 48.07"
"86, 1502088, 738, 2035.35"
"87, 284544, 351, 810.67"
"88, 85104, 789, 107.86"
"89, 26784, 558, 48.00"
"90, 57576, 1198, 48.06"
"91, 1583288, 778, 2035.07"
"92, 300384, 371, 809.66"
"93, 89712, 831, 107.96"
"94, 28608, 596, 48.00"
"95, 62856, 1308, 48.06"
"96, 1664488, 818, 2034.83"
"97, 316224, 391, 808.76"
"98, 30432, 634, 48.00"
"99, 68424, 1424, 48.05"
"100, 88368, 749, 117.98"
"101, 1745688, 858, 2034.60"
"102, 332064, 411, 807.94"
"103, 32208, 671, 48.00"
"104, 68376, 1423, 48.05"
"105, 91776, 766, 119.81"
"106, 1826888, 898, 2034.40"
"107, 347840, 430, 808.93"
"108, 32208, 671, 48.00"
"109, 68136, 1418, 48.05"
"110, 96096, 802, 119.82"
"111, 1908088, 938, 2034.21"
"112, 363680, 450, 808.18"
"113, 32064, 668, 48.00"
"114, 68328, 1422, 48.05"
"115, 100464, 839, 119.74"
"116, 1989288, 978, 2034.04"
"117, 379520, 470, 807.49"
"118, 32112, 669, 48.00"
"119, 68424, 1424, 48.05"
"120, 104784, 875, 119.75"
Snapshot,Size,Count,Average Count
"1, 121464, 54, 2249.33"
"2, 15776, 19, 830.32"
"3, 7104, 82, 86.63"
"4, 2880, 75, 38.40"
"5, 2400, 30, 80.00"
"6, 202608, 93, 2178.58"
"7, 31552, 38, 830.32"
"8, 11328, 116, 97.66"
"9, 6600, 166, 39.76"
"10, 4288, 67, 64.00"
"11, 283864, 134, 2118.39"
"12, 47328, 57, 830.32"
"13, 15984, 159, 100.53"
"14, 3168, 66, 48.00"
"15, 9560, 192, 49.79"
"16, 365176, 176, 2074.86"
"17, 63104, 76, 830.32"
"18, 20592, 201, 102.45"
"19, 12640, 323, 39.13"
"20, 2928, 61, 48.00"
"21, 446544, 219, 2039.01"
"22, 78880, 95, 830.32"
"23, 25200, 243, 103.70"
"24, 3648, 76, 48.00"
"25, 14384, 298, 48.27"
"26, 527744, 259, 2037.62"
"27, 94720, 115, 823.65"
"28, 29808, 285, 104.59"
"29, 5856, 122, 48.00"
"30, 15536, 322, 48.25"
"31, 608944, 299, 2036.60"
"32, 110560, 135, 818.96"
"33, 34416, 327, 105.25"
"34, 7296, 152, 48.00"
"35, 17688, 367, 48.20"
"36, 690144, 339, 2035.82"
"37, 126400, 155, 815.48"
"38, 39024, 369, 105.76"
"39, 8640, 180, 48.00"
"40, 20280, 421, 48.17"
"41, 771344, 379, 2035.21"
"42, 142176, 174, 817.10"
"43, 43632, 411, 106.16"
"44, 10560, 220, 48.00"
"45, 22584, 469, 48.15"
"46, 852544, 419, 2034.71"
"47, 157952, 193, 818.40"
"48, 48240, 453, 106.49"
"49, 12240, 255, 48.00"
"50, 25416, 528, 48.14"
"51, 933744, 459, 2034.30"
"52, 173792, 213, 815.92"
"53, 52848, 495, 106.76"
"54, 14016, 292, 48.00"
"55, 28440, 591, 48.12"
"56, 1014944, 499, 2033.96"
"57, 189632, 233, 813.87"
"58, 57456, 537, 106.99"
"59, 15840, 330, 48.00"
"60, 31704, 659, 48.11"
"61, 1096144, 539, 2033.66"
"62, 205472, 253, 812.14"
"63, 62064, 579, 107.19"
"64, 17664, 368, 48.00"
"65, 35256, 733, 48.10"
"66, 1177288, 578, 2036.83"
"67, 221248, 272, 813.41"
"68, 66672, 621, 107.36"
"69, 19488, 406, 48.00"
"70, 39096, 813, 48.09"
"71, 1258488, 618, 2036.39"
"72, 237024, 291, 814.52"
"73, 71280, 663, 107.51"
"74, 21264, 443, 48.00"
"75, 43272, 900, 48.08"
"76, 1339688, 658, 2036.00"
"77, 252864, 311, 813.07"
"78, 75888, 705, 107.64"
"79, 23088, 481, 48.00"
"80, 47688, 992, 48.07"
"81, 1420888, 698, 2035.66"
"82, 268704, 331, 811.79"
"83, 80496, 747, 107.76"
"84, 24912, 519, 48.00"
"85, 52392, 1090, 48.07"
"86, 1502088, 738, 2035.35"
"87, 284544, 351, 810.67"
"88, 85104, 789, 107.86"
"89, 26688, 556, 48.00"
"90, 57432, 1195, 48.06"
"91, 1583288, 778, 2035.07"
"92, 300384, 371, 809.66"
"93, 89712, 831, 107.96"
"94, 28560, 595, 48.00"
"95, 62664, 1304, 48.06"
"96, 1664488, 818, 2034.83"
"97, 316224, 391, 808.76"
"98, 30384, 633, 48.00"
"99, 68232, 1420, 48.05"
"100, 88368, 749, 117.98"
"101, 1745688, 858, 2034.60"
"102, 332064, 411, 807.94"
"103, 32160, 670, 48.00"
"104, 68184, 1419, 48.05"
"105, 91776, 766, 119.81"
"106, 1826888, 898, 2034.40"
"107, 347840, 430, 808.93"
"108, 32160, 670, 48.00"
"109, 67944, 1414, 48.05"
"110, 96096, 802, 119.82"
"111, 1908088, 938, 2034.21"
"112, 363680, 450, 808.18"
"113, 32016, 667, 48.00"
"114, 68136, 1418, 48.05"
"115, 100464, 839, 119.74"
"116, 1989288, 978, 2034.04"
"117, 379520, 470, 807.49"
"118, 32064, 668, 48.00"
"119, 68232, 1420, 48.05"
"120, 104784, 875, 119.75"
"121, 2070488, 1018, 2033.88"
"122, 395360, 490, 806.86"
"123, 32160, 670, 48.00"
"124, 68184, 1419, 48.05"
"125, 109056, 910, 119.84"
"126, 2151688, 1058, 2033.73"
"127, 411200, 510, 806.27"
"128, 32160, 670, 48.00"
"129, 68184, 1419, 48.05"
"130, 113376, 946, 119.85"
"131, 2232888, 1098, 2033.60"
"132, 427040, 530, 805.74"
"133, 32208, 671, 48.00"
"134, 68088, 1417, 48.05"
"135, 117696, 982, 119.85"
"136, 2314088, 1138, 2033.47"
"137, 442880, 550, 805.24"
"138, 32112, 669, 48.00"
"139, 68088, 1417, 48.05"
"140, 122016, 1018, 119.86"
"141, 2395288, 1178, 2033.35"
"142, 458720, 570, 804.77"
"143, 32112, 669, 48.00"
"144, 68088, 1417, 48.05"
"145, 126336, 1054, 119.86"
"146, 2476488, 1218, 2033.24"
"147, 474560, 590, 804.34"
"148, 32064, 668, 48.00"
"149, 68184, 1419, 48.05"
"150, 130656, 1090, 119.87"
"151, 2557688, 1258, 2033.14"
"152, 490400, 610, 803.93"
"153, 32112, 669, 48.00"
"154, 68232, 1420, 48.05"
"155, 134976, 1126, 119.87"
"156, 2638888, 1298, 2033.04"
"157, 506240, 630, 803.56"
"158, 32160, 670, 48.00"
"159, 68184, 1419, 48.05"
"160, 139296, 1162, 119.88"
"161, 2720088, 1338, 2032.95"
"162, 522080, 650, 803.20"
"163, 32160, 670, 48.00"
"164, 68184, 1419, 48.05"
"165, 143616, 1198, 119.88"
"166, 2801288, 1378, 2032.87"
"167, 537920, 670, 802.87"
"168, 32160, 670, 48.00"
"169, 68184, 1419, 48.05"
"170, 147936, 1234, 119.88"
"171, 2882488, 1418, 2032.78"
"172, 553760, 690, 802.55"
"173, 32160, 670, 48.00"
"174, 68184, 1419, 48.05"
"175, 152256, 1270, 119.89"
"176, 2963688, 1458, 2032.71"
"177, 569600, 710, 802.25"
"178, 32208, 671, 48.00"
"179, 68088, 1417, 48.05"
"180, 156576, 1306, 119.89"
"181, 3044888, 1498, 2032.64"
"182, 585376, 729, 802.98"
"183, 32016, 667, 48.00"
"184, 68040, 1416, 48.05"
"185, 160896, 1342, 119.89"
"186, 3126088, 1538, 2032.57"
"187, 601216, 749, 802.69"
"188, 32016, 667, 48.00"
"189, 68184, 1419, 48.05"
"190, 165264, 1379, 119.84"
"191, 3207288, 1578, 2032.50"
"192, 617056, 769, 802.41"
"193, 32112, 669, 48.00"
"194, 68232, 1420, 48.05"
"195, 169536, 1414, 119.90"
"196, 3288488, 1618, 2032.44"
"197, 632896, 789, 802.15"
"198, 32160, 670, 48.00"
"199, 68184, 1419, 48.05"
"200, 173856, 1450, 119.90"
"201, 3369688, 1658, 2032.38"
"202, 648736, 809, 801.90"
"203, 32160, 670, 48.00"
"204, 68184, 1419, 48.05"
"205, 178176, 1486, 119.90"
"206, 3450888, 1698, 2032.33"
"207, 664576, 829, 801.66"
"208, 32160, 670, 48.00"
"209, 68184, 1419, 48.05"
"210, 182496, 1522, 119.91"
"211, 3532088, 1738, 2032.27"
"212, 680416, 849, 801.43"
"213, 32160, 670, 48.00"
"214, 68184, 1419, 48.05"
"215, 186816, 1558, 119.91"
"216, 3613288, 1778, 2032.22"
"217, 696256, 869, 801.22"
"218, 32160, 670, 48.00"
"219, 68184, 1419, 48.05"
"220, 191136, 1594, 119.91"
"221, 3694488, 1818, 2032.17"
"222, 712096, 889, 801.01"
"223, 32160, 670, 48.00"
"224, 68184, 1419, 48.05"
"225, 195456, 1630, 119.91"
"226, 3775688, 1858, 2032.12"
"227, 727936, 909, 800.81"
"228, 32160, 670, 48.00"
"229, 68184, 1419, 48.05"
"230, 199776, 1666, 119.91"
"231, 3856888, 1898, 2032.08"
"232, 743776, 929, 800.62"
"233, 32160, 670, 48.00"
"234, 68184, 1419, 48.05"
"235, 204096, 1702, 119.92"
"236, 3938088, 1938, 2032.04"
"237, 759616, 949, 800.44"
"238, 32160, 670, 48.00"
"239, 68184, 1419, 48.05"
"240, 208416, 1738, 119.92"
"241, 4019288, 1978, 2032.00"
"242, 775456, 969, 800.26"
"243, 32160, 670, 48.00"
"244, 68184, 1419, 48.05"
"245, 212736, 1774, 119.92"
"246, 4100488, 2018, 2031.96"
"247, 791296, 989, 800.10"
"248, 32160, 670, 48.00"
"249, 68184, 1419, 48.05"
"250, 217056, 1810, 119.92"
"251, 4181688, 2058, 2031.92"
"252, 807136, 1009, 799.94"
"253, 32160, 670, 48.00"
"254, 68184, 1419, 48.05"
"255, 221376, 1846, 119.92"
"256, 4262888, 2098, 2031.88"
"257, 822976, 1029, 799.78"
"258, 32160, 670, 48.00"
"259, 68184, 1419, 48.05"
"260, 225696, 1882, 119.92"
"261, 4344088, 2138, 2031.85"
"262, 838816, 1049, 799.63"
"263, 32112, 669, 48.00"
"264, 68280, 1421, 48.05"
"265, 230016, 1918, 119.92"
"266, 4425288, 2178, 2031.81"
"267, 854656, 1069, 799.49"
"268, 32064, 668, 48.00"
"269, 68376, 1423, 48.05"
"270, 234384, 1955, 119.89"
"271, 4506488, 2218, 2031.78"
"272, 870496, 1089, 799.35"
"273, 32112, 669, 48.00"
"274, 68328, 1422, 48.05"
"275, 238656, 1990, 119.93"
"276, 4587688, 2258, 2031.75"
"277, 1024, 12, 85.33"
"278, 19176, 398, 48.18"
"279, 4368, 91, 48.00"
"280, 12352, 193, 64.00"
"281, 4668888, 2298, 2031.72"
"282, 276792, 2639, 104.89"
"283, 902176, 1129, 799.09"
"284, 24704, 386, 64.00"
"285, 67072, 2186, 30.68"
"286, 4750088, 2338, 2031.69"
"287, 290568, 2872, 101.17"
